source,target,distance,label
91,112,10,0
91,113,20,1
91,114,20,1
91,115,20,0
91,117,7,1
91,118,20,0
91,119,6,1
91,120,20,1
91,121,10,1
91,122,20,1
91,123,20,0
91,125,5,0
91,127,20,0
91,132,20,0
91,136,20,0
91,137,20,0
91,142,4,0
91,143,20,0
91,144,4,1
91,145,6,0
91,146,20,0
91,148,7,1
91,152,20,0
91,162,20,1
91,164,10,0
91,173,7,1
91,174,7,1
91,175,20,0
91,177,4,0
91,178,12,1
91,181,12,1
91,182,5,1
91,185,20,0
91,186,20,1
91,187,12,1
91,189,4,1
91,191,20,1
91,192,4,1
91,195,20,1
91,198,20,0
91,196,12,0
92,10,7,1
92,22,20,0
92,42,20,1
92,83,20,1
92,91,20,0
92,102,20,1
92,107,20,1
92,109,7,1
92,112,20,1
92,131,7,1
92,132,7,1
92,142,20,1
92,143,7,1
92,144,7,0
92,145,20,1
92,162,7,0
92,164,7,0
92,177,20,1
92,195,7,0
93,5,20,0
93,22,20,0
93,34,20,0
93,46,20,0
93,48,12,1
93,80,20,0
93,90,20,0
93,91,20,0
93,134,12,0
93,154,12,1
93,182,20,0
94,5,10,0
94,10,20,0
94,32,7,1
94,42,20,0
94,68,20,1
94,77,20,1
94,79,20,1
94,82,10,0
94,83,20,0
94,87,20,0
94,91,20,0
94,98,20,1
94,102,20,0
94,107,20,0
94,111,12,1
94,112,20,0
94,142,20,0
94,145,20,0
94,162,20,0
94,164,10,1
94,169,20,0
94,171,20,0
94,174,20,0
94,177,20,0
94,195,20,0
94,172,12,0
95,5,10,0
95,32,20,0
95,42,20,1
95,46,20,0
95,68,20,0
95,77,20,0
95,83,6,1
95,91,20,0
95,98,20,0
95,102,20,1
95,107,20,1
95,112,20,1
95,117,20,0
95,122,12,0
95,142,20,1
95,145,20,1
95,164,20,0
95,166,6,0
95,174,20,0
95,177,20,1
95,106,12,0
96,1,12,0
96,4,12,1
96,5,5,0
96,6,3,1
96,8,12,1
96,9,12,1
96,10,20,0
96,14,12,1
96,15,3,1
96,17,7,1
96,18,20,0
96,22,12,1
96,27,12,1
96,29,12,1
96,30,12,1
96,32,20,0
96,37,12,1
96,42,7,0
96,43,12,1
96,54,5,1
96,55,12,1
96,57,12,1
96,59,12,1
96,61,12,1
96,62,12,1
96,63,12,1
96,66,12,1
96,68,20,0
96,69,12,1
96,74,12,1
96,77,7,0
96,78,12,1
96,79,12,0
96,80,12,1
96,81,12,1
96,83,20,0
96,87,7,1
96,91,7,1
96,98,10,0
96,102,20,0
96,107,20,0
96,108,20,1
96,109,20,0
96,112,20,0
96,116,12,1
96,120,12,1
96,122,12,1
96,138,12,0
96,139,12,1
96,142,20,0
96,144,3,1
96,145,20,0
96,156,12,1
96,157,12,1
96,158,12,1
96,162,7,1
96,163,10,0
96,164,3,0
96,165,12,1
96,166,20,0
96,169,12,1
96,173,12,1
96,174,4,1
96,176,12,1
96,177,20,0
96,182,12,1
96,187,3,1
96,189,6,1
96,191,12,1
96,195,7,1
96,198,12,0
96,114,12,1
96,117,12,1
96,106,12,0
97,1,20,0
97,5,10,0
97,32,20,0
97,43,20,0
97,46,20,0
97,52,20,0
97,62,7,0
97,68,20,0
97,77,20,0
97,82,20,0
97,98,20,0
97,99,20,0
97,109,12,0
97,113,20,0
97,115,10,1
97,118,5,1
97,119,20,0
97,129,12,0
97,131,12,0
97,132,12,0
97,143,12,0
97,144,12,0
97,146,3,1
97,164,20,0
97,181,20,0
97,185,20,0
97,192,20,0
97,142,12,0
98,0,20,0
98,1,20,0
98,2,10,0
98,4,20,0
98,5,5,0
98,6,20,0
98,7,20,0
98,8,20,0
98,9,20,0
98,11,20,0
98,14,20,0
98,15,20,0
98,16,20,0
98,17,10,0
98,18,20,0
98,19,20,0
98,20,20,1
98,21,20,0
98,22,10,0
98,24,20,1
98,26,20,0
98,27,20,0
98,28,20,0
98,29,20,0
98,30,10,0
98,31,20,0
98,32,5,1
98,33,20,0
98,34,20,0
98,35,20,0
98,36,20,1
98,37,20,0
98,40,20,0
98,41,7,1
98,42,20,0
98,43,20,0
98,44,20,1
98,45,20,1
98,47,20,0
98,50,7,1
98,52,20,0
98,54,20,0
98,55,20,0
98,57,20,0
98,59,20,0
98,60,20,0
98,61,20,0
98,62,20,0
98,63,20,0
98,64,12,0
98,65,20,1
98,66,20,0
98,68,5,1
98,70,20,0
98,72,12,0
98,73,10,0
98,74,10,0
98,75,20,1
98,77,5,1
98,78,20,0
98,79,20,1
98,80,20,0
98,83,20,0
98,84,20,0
98,85,20,0
98,86,20,0
98,87,20,0
98,89,20,1
98,90,20,0
98,91,20,0
98,94,20,1
98,95,20,0
98,96,10,0
98,97,20,0
98,99,20,1
98,100,20,1
98,101,7,1
98,102,20,0
98,106,20,0
98,108,20,0
98,114,20,0
98,116,20,0
98,118,20,0
98,119,20,0
98,120,20,0
98,121,20,0
98,122,20,0
98,127,20,1
98,128,20,1
98,129,7,1
98,130,20,0
98,131,20,0
98,132,20,0
98,135,20,0
98,136,20,1
98,138,20,0
98,140,10,1
98,141,7,1
98,142,20,0
98,144,20,0
98,145,20,0
98,146,20,0
98,147,20,1
98,148,20,0
98,154,20,0
98,155,7,1
98,156,20,0
98,157,20,0
98,158,7,0
98,159,20,0
98,160,20,0
98,161,20,0
98,162,20,0
98,163,20,0
98,164,3,1
98,165,20,0
98,166,20,0
98,167,20,0
98,168,20,0
98,169,20,0
98,170,20,0
98,171,20,0
98,172,20,0
98,173,20,0
98,174,6,0
98,175,20,1
98,176,20,0
98,177,7,0
98,179,20,0
98,181,20,0
98,182,20,0
98,185,20,1
98,186,20,0
98,187,20,0
98,189,20,0
98,191,20,0
98,192,20,0
98,193,20,0
98,195,20,0
98,196,7,1
98,197,20,1
98,198,20,0
98,3,12,0
99,5,20,0
99,32,20,1
99,68,20,1
99,77,20,1
99,79,12,1
99,80,12,0
99,87,20,0
99,97,20,0
99,98,20,1
99,115,20,0
99,116,10,0
99,118,20,0
99,164,10,1
99,169,20,0
99,174,20,0
99,82,12,0
100,5,20,0
100,10,20,0
100,32,20,1
100,42,20,0
100,68,20,1
100,77,20,1
100,83,20,0
100,91,20,0
100,98,20,1
100,102,20,0
100,107,20,0
100,111,12,1
100,112,20,0
100,127,10,1
100,142,20,0
100,145,7,0
100,162,20,0
100,164,6,1
100,166,20,0
100,174,20,0
100,177,20,0
100,185,20,1
100,195,20,0
100,143,6,0
100,114,12,0
100,172,10,0
101,5,5,0
101,32,7,1
101,42,20,0
101,68,7,1
101,77,7,1
101,83,20,0
101,91,20,0
101,98,7,1
101,102,7,0
101,107,20,0
101,112,20,0
101,118,20,0
101,119,20,0
101,142,20,0
101,145,20,0
101,164,5,1
101,174,20,0
101,175,20,1
101,177,20,0
101,181,20,0
101,196,20,1
102,5,20,0
102,32,20,0
102,42,6,1
102,68,20,0
102,77,20,0
102,83,4,1
102,86,20,0
102,91,6,0
102,92,20,1
102,94,20,0
102,95,20,1
102,96,20,0
102,98,20,0
102,100,20,0
102,101,7,0
102,104,20,0
102,105,20,0
102,106,20,0
102,107,4,1
102,111,20,0
102,112,20,1
102,114,20,0
102,115,20,0
102,117,12,0
102,118,10,0
102,119,10,0
102,120,20,0
102,121,20,0
102,122,20,0
102,125,7,1
102,127,12,0
102,132,20,1
102,137,20,1
102,142,20,1
102,143,20,1
102,144,20,0
102,145,10,1
102,146,20,0
102,148,20,0
102,152,20,0
102,164,20,0
102,166,20,0
102,171,10,0
102,177,6,1
102,181,20,0
102,6,6,0
103,2,20,0
103,5,7,0
103,12,20,0
103,17,20,1
103,22,20,1
103,43,20,1
103,80,20,1
103,174,7,1
104,5,20,0
104,42,20,0
104,48,20,0
104,83,20,0
104,86,20,0
104,91,20,0
104,102,20,0
104,107,20,0
104,112,20,0
104,142,20,0
104,145,20,0
104,154,20,0
104,164,10,1
104,166,20,0
104,174,20,0
104,177,20,0
105,2,20,0
105,5,20,0
105,17,20,0
105,42,20,0
105,83,20,0
105,91,20,0
105,102,20,0
105,107,20,0
105,112,20,0
105,115,20,0
105,142,20,0
105,145,20,0
105,164,20,0
105,177,20,0
105,186,12,0
106,5,10,1
106,14,20,0
106,22,20,0
106,23,20,0
106,28,20,0
106,32,20,0
106,37,20,0
106,42,20,0
106,68,20,0
106,77,20,0
106,83,20,0
106,91,20,0
106,98,20,0
106,102,20,0
106,107,20,0
106,112,20,0
106,126,20,0
106,142,20,0
106,145,20,0
106,164,20,0
106,165,20,0
106,168,20,0
106,171,20,0
106,174,20,0
106,177,20,0
106,182,20,0
106,196,20,0
106,95,12,0
106,96,12,0
107,5,20,0
107,42,5,1
107,83,3,1
107,86,20,0
107,91,5,0
107,92,20,1
107,94,20,0
107,95,20,1
107,96,20,0
107,100,20,0
107,101,20,0
107,102,4,1
107,104,20,0
107,105,20,0
107,106,20,0
107,111,20,0
107,112,10,1
107,114,20,0
107,115,20,0
107,117,12,0
107,118,20,0
107,119,20,0
107,120,20,0
107,121,20,0
107,122,20,0
107,125,7,1
107,132,20,1
107,137,20,1
107,142,10,1
107,143,20,1
107,144,20,0
107,145,6,1
107,146,20,0
107,148,20,0
107,152,20,0
107,174,20,0
107,177,5,1
107,6,12,0
107,191,10,0
108,1,20,0
108,5,10,0
108,6,20,1
108,15,20,1
108,32,20,0
108,54,20,1
108,68,20,0
108,77,20,0
108,96,20,1
108,98,20,0
108,134,20,0
108,144,20,1
108,164,20,0
108,174,6,1
108,187,20,1
108,189,20,1
108,196,20,0
109,65,12,0
109,82,20,0
109,86,20,0
109,92,7,1
109,96,20,0
109,97,12,0
109,118,20,0
109,121,12,0
109,131,10,1
109,132,12,1
109,134,20,0
109,137,12,1
109,142,12,1
109,143,12,1
109,145,12,1
109,148,20,0
109,149,20,1
109,159,20,0
109,163,20,0
109,164,10,0
109,174,20,0
109,175,12,0
109,186,20,0
110,5,20,0
110,22,20,1
110,34,20,1
110,46,20,1
110,90,20,1
110,91,20,1
110,182,20,1
110,193,20,1
110,113,12,1
111,1,20,0
111,32,12,1
111,42,20,0
111,69,12,0
111,79,12,1
111,82,12,0
111,83,20,0
111,91,20,0
111,94,12,1
111,100,12,1
111,102,20,0
111,107,20,0
111,112,20,0
111,118,20,0
111,127,12,1
111,132,12,0
111,142,20,0
111,145,20,0
111,174,20,0
111,177,20,0
111,150,4,1
111,147,6,1
111,173,12,0
112,5,20,0
112,20,20,0
112,22,20,0
112,26,20,0
112,42,10,1
112,83,10,1
112,86,20,0
112,91,10,0
112,92,20,1
112,94,20,0
112,95,20,1
112,96,20,0
112,100,20,0
112,101,20,0
112,102,20,1
112,104,20,0
112,105,20,0
112,106,20,0
112,107,10,1
112,111,20,0
112,114,20,0
112,115,20,0
112,117,12,0
112,118,20,0
112,119,20,0
112,120,20,0
112,121,20,0
112,122,20,0
112,125,7,1
112,132,20,1
112,137,20,1
112,142,5,1
112,143,20,1
112,144,20,0
112,145,20,1
112,146,20,0
112,148,20,0
112,152,20,0
112,164,20,0
112,174,20,0
112,177,10,1
112,185,10,0
112,172,10,1
113,5,10,0
113,22,10,1
113,34,20,1
113,43,20,1
113,46,20,1
113,48,20,0
113,65,7,0
113,90,20,1
113,91,20,1
113,97,20,0
113,115,20,0
113,118,20,0
113,164,10,0
113,174,10,1
113,175,7,0
113,182,20,1
113,110,12,1
113,159,12,0
114,5,20,0
114,19,20,0
114,21,20,0
114,32,20,0
114,42,20,0
114,51,10,1
114,68,20,0
114,77,20,0
114,83,20,0
114,91,20,1
114,98,20,0
114,102,20,0
114,107,20,0
114,112,20,0
114,117,7,1
114,136,20,0
114,142,20,0
114,144,12,1
114,145,7,0
114,164,20,0
114,173,12,1
114,177,20,0
114,178,12,1
114,189,12,1
114,192,12,1
114,198,20,0
114,96,12,1
114,100,12,0
114,165,10,1
115,1,20,0
115,10,20,0
115,42,20,0
115,52,20,0
115,62,20,0
115,82,20,0
115,83,20,0
115,91,20,0
115,97,10,1
115,99,20,0
115,102,20,0
115,105,20,0
115,107,20,0
115,112,20,0
115,113,20,0
115,118,6,1
115,119,20,0
115,127,20,0
115,129,12,0
115,142,20,0
115,145,20,0
115,146,20,1
115,162,20,0
115,164,20,0
115,177,20,0
115,185,20,0
115,195,20,0
116,5,10,0
116,6,12,1
116,15,12,1
116,32,20,0
116,54,12,1
116,65,20,0
116,66,20,1
116,68,20,0
116,77,20,0
116,96,12,1
116,98,20,0
116,99,10,0
116,144,12,1
116,145,20,0
116,164,7,0
116,174,7,1
116,175,20,0
116,177,20,0
116,187,12,1
116,189,12,1
116,190,12,1
117,5,10,0
117,10,20,0
117,22,10,1
117,34,20,1
117,37,20,1
117,42,12,0
117,46,20,1
117,51,20,1
117,83,12,0
117,90,20,1
117,91,7,1
117,95,20,0
117,102,12,0
117,107,12,0
117,112,12,0
117,114,7,1
117,122,10,1
117,142,12,0
117,145,12,0
117,164,10,0
117,166,20,0
117,174,10,1
117,177,12,0
117,182,20,1
117,96,12,1
118,1,20,0
118,5,6,0
118,6,20,0
118,12,10,0
118,13,20,0
118,30,20,0
118,32,20,0
118,34,20,0
118,42,20,0
118,46,20,0
118,48,20,0
118,52,7,0
118,59,20,0
118,62,20,0
118,66,20,0
118,68,20,0
118,77,20,0
118,81,10,0
118,82,10,0
118,83,20,0
118,86,20,0
118,91,20,0
118,97,5,1
118,98,20,0
118,99,20,0
118,101,20,0
118,102,10,0
118,107,20,0
118,109,20,0
118,111,20,0
118,112,20,0
118,113,20,0
118,115,6,1
118,119,20,0
118,121,20,0
118,127,12,0
118,129,12,0
118,130,20,0
118,132,20,0
118,137,20,0
118,138,12,0
118,139,12,0
118,142,10,0
118,145,20,0
118,146,10,1
118,148,10,0
118,155,12,0
118,156,20,0
118,159,10,0
118,164,20,0
118,175,20,0
118,177,20,0
118,178,6,0
118,181,6,0
118,184,6,1
118,185,20,0
118,186,6,0
119,5,3,0
119,6,20,1
119,13,20,0
119,22,20,1
119,32,20,0
119,34,20,1
119,41,20,0
119,42,20,0
119,46,20,1
119,51,20,1
119,59,20,1
119,63,20,1
119,68,20,0
119,77,10,0
119,80,20,1
119,81,20,1
119,82,20,1
119,83,20,0
119,90,20,1
119,91,6,1
119,97,20,0
119,98,20,0
119,101,20,0
119,102,10,0
119,107,20,0
119,112,20,0
119,115,20,0
119,118,20,0
119,137,20,0
119,142,10,0
119,143,20,0
119,145,20,0
119,162,20,1
119,164,10,0
119,173,20,1
119,174,10,1
119,177,20,0
119,182,20,1
119,186,10,1
119,188,20,1
119,193,20,1
119,197,20,0
120,5,20,0
120,6,12,1
120,10,20,0
120,15,12,1
120,32,20,0
120,42,20,0
120,54,12,1
120,68,20,0
120,77,20,0
120,83,20,0
120,91,20,1
120,96,12,1
120,98,20,0
120,102,20,0
120,107,20,0
120,112,20,0
120,142,20,0
120,144,7,1
120,145,20,0
120,162,20,1
120,164,6,0
120,166,20,0
120,174,12,1
120,177,20,0
120,187,12,1
120,189,12,1
120,195,20,1
120,194,12,1
121,5,5,0
121,21,7,0
121,22,20,1
121,32,20,0
121,34,7,1
121,42,20,0
121,46,7,1
121,48,12,0
121,68,7,0
121,77,20,0
121,83,7,0
121,87,20,1
121,90,20,1
121,91,10,1
121,98,20,0
121,102,20,0
121,107,20,0
121,109,12,0
121,112,20,0
121,118,20,0
121,131,12,0
121,132,12,0
121,142,20,0
121,143,12,0
121,144,12,1
121,145,20,0
121,164,20,0
121,177,20,0
121,178,4,1
121,181,20,1
121,182,20,1
121,167,12,0
122,5,20,0
122,14,7,1
122,28,20,0
122,31,20,0
122,42,20,0
122,83,20,0
122,91,20,1
122,95,12,0
122,96,12,1
122,98,20,0
122,102,20,0
122,107,20,0
122,112,20,0
122,117,10,1
122,138,20,0
122,142,20,0
122,145,20,0
122,164,20,0
122,174,10,1
122,177,20,0
123,5,20,0
123,16,20,0
123,22,20,0
123,34,20,0
123,46,20,0
123,86,7,0
123,90,20,0
123,91,20,0
123,142,20,0
123,182,20,0
123,125,4,0
124,87,12,1
124,166,12,0
124,131,6,0
124,133,12,1
125,5,20,0
125,8,12,0
125,10,20,1
125,22,20,0
125,34,20,0
125,42,7,1
125,46,20,0
125,83,7,1
125,90,20,0
125,91,5,0
125,102,7,1
125,107,7,1
125,112,7,1
125,142,7,1
125,145,7,1
125,162,20,0
125,164,20,0
125,166,20,0
125,177,7,1
125,182,20,0
125,195,20,0
125,31,12,0
125,32,12,0
125,149,12,1
125,153,6,1
125,123,4,0
125,175,10,0
126,4,20,0
126,5,20,0
126,14,6,0
126,23,10,1
126,24,20,0
126,26,20,0
126,28,10,1
126,37,10,0
126,106,20,0
126,146,20,0
126,163,20,0
126,165,6,0
126,168,6,0
126,171,10,0
126,173,20,0
126,174,20,0
126,181,20,0
126,182,10,0
126,187,20,0
127,5,6,0
127,10,20,0
127,22,10,0
127,32,20,1
127,34,20,0
127,40,12,0
127,46,20,0
127,68,20,1
127,77,20,1
127,86,20,0
127,87,20,0
127,90,20,0
127,91,20,0
127,98,20,1
127,100,10,1
127,102,12,0
127,111,12,1
127,115,20,0
127,118,12,0
127,134,12,0
127,162,20,0
127,164,10,1
127,169,20,0
127,174,10,0
127,182,20,0
127,192,12,0
127,195,20,0
127,196,20,1
127,28,12,0
128,5,20,0
128,32,20,1
128,68,20,1
128,77,20,1
128,98,20,1
128,155,20,1
128,164,10,1
128,174,10,0
128,185,20,1
128,168,12,0
129,5,7,0
129,32,7,1
129,68,7,1
129,77,7,1
129,97,12,0
129,98,7,1
129,115,12,0
129,118,12,0
129,164,5,1
129,166,20,0
129,174,10,0
129,189,20,0
130,5,20,0
130,16,20,0
130,32,20,0
130,35,12,1
130,68,20,0
130,77,20,0
130,86,20,0
130,87,20,0
130,98,20,0
130,118,20,0
130,142,20,0
130,145,20,0
130,164,20,0
130,181,20,0
130,11,12,0
130,193,12,0
130,132,12,0
131,5,20,0
131,32,20,0
131,68,20,0
131,77,20,0
131,92,7,1
131,97,12,0
131,98,20,0
131,109,10,1
131,121,12,0
131,132,12,1
131,137,12,1
131,142,12,1
131,143,12,1
131,145,12,1
131,149,20,1
131,164,20,0
131,166,20,0
131,174,20,0
131,196,20,0
131,124,6,0
131,133,12,0
132,5,20,0
132,10,20,1
132,22,20,0
132,32,12,0
132,42,20,1
132,83,20,1
132,91,20,0
132,92,7,1
132,97,12,0
132,98,20,0
132,102,20,1
132,107,20,1
132,109,12,1
132,111,12,0
132,112,20,1
132,118,20,0
132,121,12,0
132,131,12,1
132,137,12,1
132,142,7,1
132,143,3,1
132,144,5,0
132,145,4,1
132,148,7,0
132,149,7,1
132,159,20,0
132,164,20,0
132,174,10,0
132,177,20,1
132,186,20,0
132,11,12,0
132,130,12,0
133,87,20,1
133,166,20,0
133,174,20,1
133,191,10,1
133,124,12,1
133,131,12,0
134,1,20,0
134,10,20,0
134,16,4,1
134,23,7,0
134,24,20,0
134,93,12,0
134,108,20,0
134,109,20,0
134,127,12,0
134,135,20,0
134,143,12,0
134,161,5,0
134,162,20,0
134,164,10,0
134,195,20,0
134,185,3,0
134,173,10,0
135,5,10,1
135,32,20,0
135,68,20,0
135,77,20,0
135,98,20,0
135,134,20,0
135,145,20,0
135,161,20,0
135,164,20,0
135,174,20,0
135,171,12,0
136,5,6,0
136,22,20,0
136,32,20,1
136,34,20,0
136,46,20,0
136,51,20,0
136,68,20,1
136,77,20,1
136,90,20,0
136,91,20,0
136,98,20,1
136,114,20,0
136,164,5,1
136,166,20,0
136,174,7,0
136,182,20,0
136,192,20,0
136,196,20,1
137,10,20,1
137,42,20,1
137,83,20,1
137,91,20,0
137,102,20,1
137,107,20,1
137,109,12,1
137,112,20,1
137,118,20,0
137,119,20,0
137,131,12,1
137,132,12,1
137,142,20,1
137,143,12,1
137,144,12,0
137,145,20,1
137,162,20,0
137,164,20,0
137,171,20,0
137,174,20,0
137,177,20,1
137,181,20,0
137,195,20,0
137,196,20,0
137,191,6,0
138,5,6,1
138,32,20,0
138,68,20,0
138,77,20,0
138,96,12,0
138,98,20,0
138,118,12,0
138,122,20,0
138,148,12,0
138,159,12,0
138,163,12,1
138,164,20,0
138,174,20,0
138,186,12,0
139,5,20,0
139,10,20,0
139,96,12,1
139,118,12,0
139,148,12,1
139,159,12,0
139,162,20,1
139,163,12,0
139,164,20,0
139,186,12,1
139,195,20,1
140,5,6,0
140,32,20,1
140,68,20,1
140,77,20,1
140,80,12,0
140,98,10,1
140,164,6,1
140,174,20,0
140,177,20,0
141,5,7,0
141,32,7,1
141,48,20,0
141,68,7,1
141,77,7,1
141,98,7,1
141,154,20,0
141,164,5,1
141,174,20,0
142,5,10,0
142,10,20,1
142,16,10,0
142,22,20,0
142,32,20,0
142,34,20,0
142,42,10,1
142,46,20,0
142,62,4,0
142,68,10,0
142,77,20,0
142,80,20,0
142,83,10,1
142,86,20,0
142,90,20,0
142,91,4,0
142,92,20,1
142,94,20,0
142,95,20,1
142,96,20,0
142,98,20,0
142,100,20,0
142,101,20,0
142,102,20,1
142,104,20,0
142,105,20,0
142,106,20,0
142,107,10,1
142,109,12,1
142,111,20,0
142,112,5,1
142,114,20,0
142,115,20,0
142,117,12,0
142,118,10,0
142,119,10,0
142,120,20,0
142,121,20,0
142,122,20,0
142,123,20,0
142,125,7,1
142,130,20,0
142,131,12,1
142,132,7,1
142,137,20,1
142,143,7,1
142,144,7,0
142,145,20,1
142,146,7,0
142,148,20,0
142,152,20,0
142,162,4,0
142,164,6,0
142,177,10,1
142,182,20,0
142,192,20,0
142,195,20,0
142,97,12,0
143,42,20,1
143,83,20,1
143,87,20,0
143,91,20,0
143,92,7,1
143,97,12,0
143,102,20,1
143,107,20,1
143,109,12,1
143,112,20,1
143,119,20,0
143,121,12,0
143,131,12,1
143,132,3,1
143,134,12,0
143,137,12,1
143,142,7,1
143,144,5,0
143,145,7,1
143,148,12,0
143,149,7,1
143,166,20,0
143,177,20,1
143,185,6,0
143,100,6,0
144,1,12,0
144,2,20,0
144,4,12,1
144,5,4,0
144,6,3,1
144,8,12,1
144,9,12,1
144,14,12,1
144,15,3,1
144,17,3,1
144,18,20,0
144,21,12,0
144,22,12,1
144,27,12,1
144,29,6,1
144,30,12,1
144,32,20,0
144,37,12,1
144,40,10,0
144,42,20,0
144,43,7,1
144,50,20,0
144,51,12,1
144,54,4,1
144,55,12,1
144,57,12,1
144,59,12,1
144,61,12,1
144,62,12,1
144,63,12,1
144,66,12,1
144,68,20,0
144,69,12,1
144,71,20,0
144,74,12,1
144,77,7,0
144,78,12,1
144,79,12,0
144,80,12,1
144,81,12,1
144,83,20,0
144,87,7,1
144,91,4,1
144,92,7,0
144,96,3,1
144,97,12,0
144,98,20,0
144,102,20,0
144,107,20,0
144,108,20,1
144,112,20,0
144,114,12,1
144,116,12,1
144,120,7,1
144,121,12,1
144,132,5,0
144,137,12,0
144,142,7,0
144,143,5,0
144,145,7,0
144,148,6,1
144,149,7,0
144,156,12,1
144,157,12,1
144,158,12,1
144,162,12,1
144,164,5,0
144,165,12,1
144,169,12,1
144,170,12,0
144,173,3,1
144,174,3,1
144,176,3,1
144,177,20,0
144,178,4,1
144,181,12,1
144,182,12,1
144,187,2,1
144,189,1,1
144,191,12,1
144,192,5,1
144,195,12,1
144,198,12,0
145,5,10,0
145,16,20,0
145,20,20,0
145,32,20,0
145,36,20,0
145,42,6,1
145,66,6,0
145,68,20,0
145,77,20,0
145,83,6,1
145,86,20,0
145,91,6,0
145,92,20,1
145,94,20,0
145,95,20,1
145,96,20,0
145,98,20,0
145,100,7,0
145,101,20,0
145,102,10,1
145,104,20,0
145,105,20,0
145,106,20,0
145,107,6,1
145,109,12,1
145,111,20,0
145,112,20,1
145,114,7,0
145,115,20,0
145,116,20,0
145,117,12,0
145,118,20,0
145,119,20,0
145,120,20,0
145,121,20,0
145,122,20,0
145,125,7,1
145,130,20,0
145,131,12,1
145,132,4,1
145,135,20,0
145,137,20,1
145,142,20,1
145,143,7,1
145,144,7,0
145,146,20,0
145,148,20,0
145,152,20,0
145,164,4,0
145,174,20,0
145,176,20,0
145,177,3,1
145,190,12,0
145,11,12,0
145,14,4,0
145,172,10,1
145,163,10,0
146,5,20,0
146,14,20,0
146,22,20,0
146,23,20,0
146,28,20,0
146,32,20,0
146,37,20,0
146,42,20,0
146,68,20,0
146,75,12,0
146,77,20,0
146,83,20,0
146,87,20,0
146,91,20,0
146,97,3,1
146,98,20,0
146,102,20,0
146,107,20,0
146,112,20,0
146,115,20,1
146,118,10,1
146,126,20,0
146,142,7,0
146,145,20,0
146,164,10,0
146,165,20,0
146,168,20,0
146,171,20,0
146,177,20,0
146,181,20,0
146,182,20,0
146,192,20,0
146,196,20,0
146,62,12,0
146,162,12,0
147,5,20,0
147,32,20,1
147,68,20,1
147,77,20,1
147,98,20,1
147,164,20,1
147,174,20,0
147,177,20,0
147,111,6,1
147,150,6,1
147,173,12,0
148,5,20,0
148,10,20,0
148,32,20,0
148,42,20,0
148,51,12,1
148,68,20,0
148,77,20,0
148,83,20,0
148,86,20,0
148,91,7,1
148,98,20,0
148,102,20,0
148,107,20,0
148,109,20,0
148,112,20,0
148,118,10,0
148,132,7,0
148,138,12,0
148,139,12,1
148,142,20,0
148,143,12,0
148,144,6,1
148,145,20,0
148,159,10,0
148,162,20,1
148,164,6,0
148,174,20,1
148,177,20,0
148,186,10,1
148,187,12,1
148,195,20,1
149,109,20,1
149,131,20,1
149,132,7,1
149,143,7,1
149,144,7,0
149,164,20,0
149,32,6,0
149,153,6,1
149,125,12,1
150,48,20,0
150,154,20,0
150,111,4,1
150,147,6,1
150,173,12,0
151,164,20,1
152,5,7,1
152,36,20,0
152,42,20,0
152,65,20,0
152,83,20,0
152,91,20,0
152,102,20,0
152,107,20,0
152,112,20,0
152,142,20,0
152,145,20,0
152,164,20,0
152,174,20,0
152,175,20,0
152,177,20,0
152,192,7,0
153,86,12,0
153,32,6,0
153,149,6,1
153,125,6,1
154,5,20,0
154,48,5,1
154,93,12,1
154,98,20,0
154,104,20,0
154,141,20,0
154,150,20,0
154,164,10,0
154,174,6,0
154,175,20,0
154,155,12,0
155,5,7,0
155,32,7,1
155,46,20,0
155,67,20,0
155,68,7,1
155,77,7,1
155,98,7,1
155,118,12,0
155,128,20,1
155,164,7,1
155,174,20,0
155,181,12,0
155,154,12,0
156,5,10,0
156,6,12,1
156,10,20,0
156,15,12,1
156,32,20,0
156,54,12,1
156,68,20,0
156,77,20,0
156,96,12,1
156,98,20,0
156,118,20,0
156,144,12,1
156,162,20,1
156,164,10,0
156,170,20,0
156,174,7,1
156,181,20,1
156,183,20,1
156,187,12,1
156,189,6,1
156,195,7,1
156,27,3,1
156,169,12,1
156,193,12,1
156,14,10,1
157,2,5,0
157,5,10,0
157,6,12,1
157,15,12,1
157,17,20,1
157,32,20,0
157,54,12,1
157,68,20,0
157,77,20,0
157,87,20,1
157,96,12,1
157,98,20,0
157,144,12,1
157,164,20,0
157,174,7,1
157,177,20,0
157,187,12,1
157,189,12,1
157,33,10,0
158,2,20,0
158,5,10,0
158,6,12,1
158,15,12,1
158,17,20,1
158,32,20,0
158,54,12,1
158,68,20,0
158,77,20,0
158,96,12,1
158,98,7,0
158,144,12,1
158,164,3,0
158,174,3,1
158,187,12,1
158,189,12,1
158,190,12,1
158,3,12,0
158,55,12,1
158,28,10,0
159,5,20,0
159,32,20,0
159,35,2,1
159,68,20,0
159,77,20,0
159,98,20,0
159,109,20,0
159,118,10,0
159,132,20,0
159,138,12,0
159,139,12,0
159,148,10,0
159,164,20,0
159,186,10,0
159,177,6,0
159,113,12,0
159,190,12,0
159,86,10,0
160,0,2,1
160,5,20,1
160,18,12,1
160,21,20,0
160,32,20,0
160,68,20,0
160,77,20,0
160,87,20,0
160,98,20,0
160,164,10,0
161,5,20,0
161,8,10,1
